task: 4461,1936 | cost: 47.277850502723595
task: 3736,2465,1449,2343,4993,479,1955,4005,1764,1171,3175,2845,1389 | cost: 808.6533909990976
task: 4933,5044,4719,2184,5033,2886,3795,2130,2537,402,864,940,3716 | cost: 837.4455459997989
task: 3857,490,2634,375 | cost: 581.9677339968621
task: 1866,732,5055,2873,2721,2255,3152,4902,3048,5036,2380,1585,903,5017 | cost: 2182.4128035004833
task: 208,4633,3426,458,112,1919 | cost: 812.1351254994806
task: 2126 | cost: 76.43472000199836
task: 4691,3279,864 | cost: 247.3169209988555
task: 4105,3166,3591,3169,3572,3920,4944,3340,3701,97,1914 | cost: 466.02202800204395
task: 4419,2347,345,1740,4428,714,2830,1853,3705 | cost: 774.6565849993203
task: 3881,1830 | cost: 131.44954749805038
task: 4544,3296,4610,2033,2205,1905,2423,2745,2316,1419 | cost: 1333.3590785005072
task: 155,2362,1886,5031,3804,2875,3589 | cost: 1123.079698500078
task: 2662,2308,2141,5072,4020 | cost: 114.84250800276641
task: 2583,2573,3445,3812,1495,129,3569 | cost: 2885.6104260012216
task: 2707,4844,1179,536,5003,3461,2798,1344,572,2709,3632 | cost: 755.0501469995652
task: 4336,935,3563,1333,4222,4762,1184 | cost: 1307.3054284977843
task: 1662,1790,2620,3068,4787,4465,2467,3522,3218,4415,568,4016,209,5111 | cost: 535.6651589972898
task: 4565,4052,4662,101,3785,1432,4299,4791,1231,999 | cost: 852.0614745029889
task: 4192,3817,4446,1627,4851,1819,3161,2599,2992,1002,3515,4239,648,3585 | cost: 2780.6334644992603
task: 73,2767,2070,916,2368,1403,3723,4505,2632 | cost: 2285.5110700002115
task: 1681,1112,2440,5122,2776,4429 | cost: 465.1317114949052
task: 3979,1712,1496,4486,1050,1861 | cost: 926.1379964991647
task: 2117,3925,1602,4729,1017 | cost: 1225.870402999135
task: 1120,2927,644,3703,3982,1875,4266,4035,4374,1080,4288 | cost: 655.3270849981345
task: 3405,2429,1851,3603,3614,146,1981,4185,4793,788 | cost: 2214.2542400033562
task: 1987,3266 | cost: 700.4494565007917
task: 3946 | cost: 329.1699305009388
task: 533,3224,1511,983,3345,3285,2699,3075 | cost: 607.2584424946399
task: 3860,3670,4916,4002,3910,4911,1078 | cost: 132.3955419975391
task: 3810 | cost: 38.10700499889208
task: 4195,1397,4642 | cost: 293.27654099688516
task: 163,5067,1615,1911,490,3748,4449,1538,4445,3035,4461 | cost: 1067.7477114986687
task: 945,3835,54,2454,3316,3394,4383 | cost: 1446.8834475010226
task: 2601,3294,2470,3532,1065,3727,4189 | cost: 994.3945209961385
task: 4468,4275,203,4980,4544,3564 | cost: 1758.862238497386
task: 5085,3026,2627,3499,1892,4391,2281,2021 | cost: 1425.4185979989416
task: 679,253,2601,1067,1927,2907 | cost: 342.2832325013587
task: 4541,1541,4785,3903,3463,3479,673,3048,4419,4923 | cost: 1052.2108305012807
task: 4550,5008,571,3498,3331,1821,644,4880,375,3332 | cost: 472.11698049795814
task: 4125 | cost: 375.55055800112314
task: 2885,194,3655,1587,3808,3032,3456 | cost: 1301.493141501851
task: 5117,4618,2402,2209,1205,2892,4573,549,4060,3725,4082,2859,4389 | cost: 671.1248399988108
task: 4240,3700,2309,931,4632,5070,4312,4150,4757,3241,2656,2137,4577,2927,2977 | cost: 1518.709100997512
task: 1118,3491,2744,4759 | cost: 623.6784665015875
task: 3628,115,1664,1835,2719,3302,4085,1789,454,3869 | cost: 1144.0239410003414
task: 788,3781,2027 | cost: 2044.7372855014692
task: 2637,3407,1795,2254,2472,2428,5077,3677,999,5015,4011 | cost: 958.8718690029054
task: 2157,1956,2451,910,3768 | cost: 198.47749449763796
task: 3967,2578,1862,4252,3068,3153,4813,757,2812,3084,3817,2293 | cost: 390.6977859987819
task: 2022 | cost: 17.070207501092227
task: 133,2634,3331 | cost: 1330.664434000937
task: 2385,4180,2463,4984,1406,5074,2488,4448,3663 | cost: 616.6239320009481
task: 1807,2347,995,1423,2049,3386,2467 | cost: 224.42927800148027
task: 4711,147,460,4295 | cost: 259.39547099915217
task: 3934,4785 | cost: 53.29137449734844
task: 3171,3798,1606,2082,4470,1098,3805,1758,513 | cost: 1577.924097498908
task: 2553,133 | cost: 652.5851914957457
task: 4989,3371,885,179,2526,1725,5025,1941,1804,1912,2969,2583 | cost: 2350.896804000513
task: 2276,4509,4523,3512,1282,2576,3225,4912,2709,4216 | cost: 861.5142295020632
task: 4015,3082,3433,559,4768,3636,2630,3952,2578,1315,73,1777,2805 | cost: 2184.0178150014253
task: 1241,1664,109,3439,3700 | cost: 188.48530200193636
task: 4342,2272,1659,2261,4595,673,2830,4508,4766,3858,3536,1491,4770,2299,3488 | cost: 1155.567098499887
task: 3119,2461,1864,1637,904,5015,3768 | cost: 1233.538905500609
task: 2626,2984,5076,3543,4640,2293,2740,1419,3110 | cost: 792.2052335015906
task: 3012,3113,4645,3772,4630,2562 | cost: 279.013360501267
task: 4397,1524,5037,1975,4717 | cost: 563.3337604995177
task: 4387,1525,2895,4248,4358,2271,1040 | cost: 517.2307694992924
task: 3924,4417,4421,4526 | cost: 179.00243800249882
task: 1697,4056,2464,966,1154,3767,1053,4898,3067,4983,4923,136 | cost: 434.9227474995132
task: 2850,915,5069,251,4488,4000,979,1493 | cost: 2186.7005780004547
task: 3147,3699,2553,599,1928,4007,1938,2032,3622 | cost: 323.14146949647693
task: 2016,2806,2708,3632,4748,3367,2934,1503,1207 | cost: 477.2823819985206
task: 2041,3821,5030,3822,3231,2159,3172 | cost: 593.2429419990513
task: 3939 | cost: 4.496731497056317
task: 1410,2800,3780,3303,1774,1708,3426,5011 | cost: 936.9867915011127
task: 1253,5096,2590,4319,3995,4346,4160,3734,1874,3451,4563,1039,948,3479,4022 | cost: 3083.293779996893
task: 56,3783,2290,3042,3646 | cost: 763.657035997312
task: 2986,1423,1767,1091,1446,1685,3606,4030,3617,685,4646,1391,4848,4984,1500 | cost: 1023.0041849972622
task: 2267,3856,5045,3388,533,5046,1871,3902,4782,4748,3329,3526,1305,4147,1105 | cost: 1109.7258359986881
task: 4485,1886,3162,2316,4659,4444,3058,4691,2614 | cost: 822.2090840026794
task: 1748,1653,2065,4686 | cost: 397.6630910001404
task: 3626,2866,4016,3535,2683,10,4265,3350,4599,1921,4497,1370,899,658 | cost: 1824.6428669990564
task: 4048,2959,2101,4950,4094,4430,1668,480,4469,3866 | cost: 1098.5038694998366
task: 4531,2000,4194,4528,4553,1941,3978,4032,3105,1598 | cost: 808.0763364960148
task: 3641 | cost: 3.401227000722429
task: 808,3321,3373,1749,1776 | cost: 528.602956503164
task: 635,4192,1904,1776,1618,4332,4521 | cost: 2002.1806934964843
task: 4066,167,3920,1574,2713,1407 | cost: 434.5511239989719
task: 4906,4240,2180,1407,2357,4659,1436,2170,1781,5086,1624,1781 | cost: 652.3158259988122
task: 2892,5016,3612,3782,2645,1503,2186,4302,4848 | cost: 1431.3463189973845
task: 4844,1055,2612,3188,3311,4094,4921,2660,1102 | cost: 1739.7954025000217
task: 1052,1833,4064,4687,1409,2424,1498,2892,990,2936,1806,3925,749,4239 | cost: 3121.8132989997684
task: 2434,942,805,4129 | cost: 843.4451344983245
task: 3593,4708,2663,3834,4492,1398,1902,3029,4929,4749 | cost: 859.0815259958617
task: 144,4010,4727,3260,1033,4939,4927 | cost: 635.1712150026287
task: 2626,3057,3020,4790,2344,1698,3988,2906,2222 | cost: 700.5133259990544
task: 1579,1897,1136,1103,3484,1968,3121,3802,2225 | cost: 937.223475499195
task: 4179,4231,1799,979,2754,2610,1977,3609,4000,2370 | cost: 567.93704249867
task: 4061,4554,4308,1010,2010,4515,92,1521,3101,572,2566,4064,4062,2350 | cost: 904.0329864983505
task: 2660,4451,4386,3514,3162,1843,4185 | cost: 429.49333700016723
task: 1707,2943,4272,2129,5099,2228,3586,3699,1075,4655,3399,3853,3471 | cost: 1004.6752970010857
task: 4761,1453,3427,1675,1139,657,2052,4074 | cost: 1183.7388269996154
task: 4571,3837,1421,3965,3677,2327,4153,4133,3251,3740,5089,4640,4931,4005,4640 | cost: 1555.0848259990744
task: 1930,4391,4774,3836,1538,1676,4147,3321,521,206,4628,3015,2835,3178,3408 | cost: 1130.9923754961346
task: 4220,573 | cost: 74.29974800470518
task: 3495,1371,2061,1885 | cost: 548.444076001033
task: 4388,785,3977,4640,3690,3973,4441,2778,4625,685,3125,4113,4576 | cost: 1110.7322044990724
task: 3796,3814 | cost: 37.1866659988882
task: 3372,1410 | cost: 44.93473150068894
task: 1386,3990,2263 | cost: 2287.0167149994813
task: 2467,2586,4468,3166,3731,5002,666,2203,2968,4550,2506 | cost: 719.1909954963194
task: 2526,1696,5122,1606,3276 | cost: 1134.200400494592
task: 1229,3774,4279,1602,1503,4990,4407,4736,2105,5091,2936,4767,397 | cost: 1663.7711980001768
task: 2865,2878,191,3861,1332,3248,2640,4981,4450,2550,2840,5130,2391 | cost: 1889.7381680035323
task: 980,2638,4466,3473 | cost: 816.2139644991839
task: 1970,918,965,3040,2689,215 | cost: 1248.1282884982647
task: 385,1804,3308,1882,1893,1589,4663,1064,3433 | cost: 405.7185115016182
task: 4520,4297,3513,2094,3459,5029,3734,3489,867,2770,3243,1896,1845 | cost: 2782.62095899845
task: 3454,1103 | cost: 295.4480970001896
task: 938,4015,4290,4783,3748,2885,69,2893 | cost: 467.42688399899635
task: 2393,3998 | cost: 21.730922999267932
task: 2572,4929,3597,4074,3113,1843 | cost: 603.0477154999971
task: 856,3290,3003,2408,1445,4988,3557 | cost: 1485.637672998564
task: 4228,4760,1324,1578,1189,3084,2518 | cost: 368.54640700039454
task: 5092,4134 | cost: 268.23232199967606
task: 265,2709,2602,4876,4175,4288,3500,4218,2864,3764,3992,4685,902,497,46 | cost: 1042.1673734963406
task: 4307,151,1417,4670,3823,159,3323 | cost: 1501.551423501951
task: 373,3144 | cost: 30.31121649837587
task: 4775,3639,915,3898,4006 | cost: 1101.1699249975209
task: 4320,2801,2359,1813,1700,1343,3010 | cost: 184.20362799952272
task: 5038,520,4217,4551,518 | cost: 112.5098690026789
task: 2014,2675,3541,4926,1603,3511,2550,4856 | cost: 1011.1505905006197
task: 2290,3183,3456,2787,3686,1528,3628,1298,1842,1779,2081 | cost: 1122.1273759947508
task: 264,2876,3411,2944,2112,3887,1050 | cost: 452.8242609958397
task: 3814,195,4081,4917,5055,3828,4259,3152,2400,4837,4576,2720,54,5061 | cost: 1849.1817274953064
task: 1039,4274,1503,3736,1372 | cost: 293.6120695012505
task: 3204,3138,1706,1601,4060,2703,2289,4677,4291,1693,4515,3988,4385,1540,2755 | cost: 912.0425224973587
task: 1329,3157,3548,869,3790,3468,1360,2859,1848,2997,3202 | cost: 1673.3371804984927
task: 4649,4015,953,5058,2095,265 | cost: 273.0279574971064
task: 3827,3657 | cost: 60.60390749917133
task: 2506,3774,1143,4344,3915,868,4050,2306,2251,5010,2741 | cost: 2151.0791849977977
task: 2012,4349,4973,1764,3944,621,4572,2671,2387,151,5025,2159,3287 | cost: 2806.196441000793
task: 4501,1853,2804,4185,3717 | cost: 325.62247950045276
task: 3669,5118,2490,2303,480,1343,2673,3521,4128,3864,4506,1446,2573,3248 | cost: 607.2548620031739
task: 681,596,2585,3243,4773,3689,5071,3762,4412,1391,2399,659,4252,1343 | cost: 1499.3622344991309
task: 2438,3666,3334 | cost: 315.04070650044014
task: 4537,1469,4263,1979,730,4642,1601,4450,2246,4356,2217 | cost: 1058.8826139974117
task: 3936,5008,3142,2733,2373,378,2015,4584,1739 | cost: 1763.050273497356
task: 4178,2495,1743,4011,4979,3031,3630,2445,3077,2473,3541,3591 | cost: 2710.1029369987373
task: 2705,4579,1338,3263,3493,3363,2231,4625,4885,3913 | cost: 1139.4639629979793
task: 1367,4846,4171 | cost: 117.76768650088343
task: 4929,1408,3236,230,2801,4774,2671,3308,3519,1929 | cost: 375.0996380003926
task: 3190,2232,1801,366 | cost: 961.2811514998612
task: 3186,3457,3335,4156,3802 | cost: 320.3087294969009
task: 4899,4976,1967,3317,2761,3952,2292 | cost: 1665.1139834975766
task: 3300,748,2978,4529,4633,4504,2941,3160,1535,3035,581,4283,3180 | cost: 1257.3771474999376
task: 3919,3138,2962,201,1192 | cost: 75.10439999896334
task: 3081,1677,3647,3521,1007,3945,1374,4754,3300,3198,2779,4122,1634,1331,3003 | cost: 1432.2328195048613
task: 5074,4258,3477,2405,4471,1011,2386,5064,3917,4734,3042,1188 | cost: 1864.4299830011732
task: 4221,4152,2967,2876,897,34 | cost: 1088.7891170023067
task: 2641,4192,775,1282 | cost: 164.99398100131657
task: 1798,2893 | cost: 318.9946924976539
task: 3446,3396,3447,4917,2913,2655,3243 | cost: 1275.527031004458
task: 3144,4861,4848,3963,4170,2884,5045,4301 | cost: 957.1790214977227
task: 1241 | cost: 15.090558499650797
task: 2986,1868,1709 | cost: 96.22129799754475
task: 3798,2643,1978,3075,2792,2448,3694,2544,2371,1727,4841,3771 | cost: 1042.8615030032233
task: 1083,3914 | cost: 7.5008050007454585
task: 1942,967,3044,2720,1971 | cost: 679.8042970003735
task: 1262,2969,5092,4960,2705,51,7,2269,966,4136,1735 | cost: 2273.059534494678
task: 3901,2140,3916,4118,3654 | cost: 2316.3261275003606
task: 3085,2105,3721,1434,1942,2104,1605,2878,4477,4385,2502 | cost: 755.9728699998232
task: 5115,3353,1443,1838,4546,3465,4666,665,4281,2779,1548,1945 | cost: 2016.0678544998518
task: 3449,4834,1495,1926,4302,3248,5106,47 | cost: 1067.210052999144
task: 941,2819,2344,1339,2521,2453,1504,4010 | cost: 494.6309335027763
task: 3099,2767,4255,2987,4452,3033,2402 | cost: 375.21777199799544
task: 2027,3895,4218,1947,1675,3546,2267,2781 | cost: 330.5793929976062
task: 159 | cost: 430.2682060006191
task: 3356,3470,1808,1707,4873,4686,559,87,46,2018,4617 | cost: 1338.1583219997992
task: 3976,4837,3506,4763,1848,1134,4618,4337,2594,3200,3043 | cost: 489.1667804986355
task: 730,165,4491,2363,5097,1029,661,1567,4589,4929,2425,1865 | cost: 1705.1241010012745
task: 4379,119,3105,3871,5116,783,4616,6 | cost: 799.1269415033457
task: 3312,4859,3810,27,4939,207,4589,3975,3019,1041,3957,938,5056,1463 | cost: 2535.378283002501
task: 1329,4027,3630,2486,3607,1947,3036,4646,2627,3073,3797,5041,1874,106,2644 | cost: 2038.927078996494
task: 4394,1325,1679,4283,2156,2720,4804,1634,3854,4727 | cost: 1537.1005790002528
task: 4729,1759,1391,3772,4501 | cost: 386.93873699958203
task: 908,3262,2078,678,1189,4197,4837,4537,3221,2090,3315 | cost: 2117.0905260005384
task: 1498,2302,3299,242,131,214 | cost: 1476.8308179991436
task: 4277,3811,3903,4750,2071,644,1196,1501,2446,4895 | cost: 422.6410869996471
task: 4236,4540,684,1030,4128,3499,2389,3484,2029,1964,2771,3608 | cost: 2130.5237430024135
task: 736,3352,2858,4706,642,3161,3489,3475,4160,4021,942 | cost: 2643.3742464978423
task: 3766,1959,4585,4105,1802,4955,2612,1225,1336,962,4127,3113,3554,4007 | cost: 2806.297455499589
task: 1222,953 | cost: 111.6380389976257
task: 4856,1547,4738,107,1723,5045,3859,2445,4222,3194,3540,1814,4117 | cost: 2533.415125501051
task: 3575,4851,4379,6,4583,2533,4161,4912,2425,2662,4503,1430,2710,2642 | cost: 1726.0547000005317
task: 4414,4411,425,3371,3363,3595,1220,1007,519 | cost: 1221.2177580004209
task: 4589,4538,645,3929,4874,904,3925,97,1248 | cost: 806.0377210022125
task: 2573,3349,2882,4801,2479,2503,3741 | cost: 611.4878080006747
task: 4803,1942,4234,2844,672,3081,2601,3086,3461,2865,4034,861 | cost: 1500.908451500436
task: 2398,1067,1362 | cost: 1336.2670259994047
task: 2515,4980,3361,5124,4918,4768,5059,2732,4589,4008,968,1722,3977,3795 | cost: 1349.8576969977876
task: 4404,2614,3320,1851,1289,2265,2525 | cost: 319.7488104997319
task: 1487,961,3694,3460,3474,2476,3635,5073 | cost: 540.5492864992993
task: 4571,3806,535,5092,2594,2130,71,2405,3732,1891 | cost: 2913.2920205011033
task: 3480,2751,5133,5105,3616,1944,4516,109 | cost: 729.3637034963467
task: 4038,744,1330,4670,3728,2602 | cost: 222.9779840017727
task: 4037,4500,960,744,1710,4850,1509,7,4234,555,3372,3052,2747,4992,3743 | cost: 1015.1668405014789
task: 3792,1013,4736,2385,3155,3375,4729,4126,2668,3690,2560,2281,4552,2847,963 | cost: 3053.6832899997535
task: 2687,4297,2769,3113,1761,116,2177,4401,4332,5115,3589 | cost: 1412.3171914980048
task: 4987,5034,5016,566,1942,3815,2799,1838,4424,2403,1410,3045,4835 | cost: 1917.4982245021965
task: 4211,4349,2365,3539,4592,1925 | cost: 67.28427199777798
task: 2491,1678,2391 | cost: 35.669387496454874
task: 4692,2864,1051,1196,2310,3907,4303,1582 | cost: 1383.2403340020392
task: 4956,4955,2296,1521,4354 | cost: 90.00997299881419
task: 4400,1564,2960 | cost: 2074.7730155017052
task: 3868,4571,5002,76,1377,3680,3204,3149,4394,3437,613,3829,575,4905,2614 | cost: 2431.1251684994204
task: 3738,3844,2963,1742,3940,4927,1428,2723,3927,3612,4185,2177,4808 | cost: 1953.4515679988544
task: 1780,565,2723,4226,1997,3360,2358,2150 | cost: 510.1327670017781
task: 2024,2523,4192,5125,3683,2038,119,3352,4542,2316,3934,3411 | cost: 1092.7250210006605
task: 1301,3852,4365,4166,4834 | cost: 915.315037000255
task: 4897,5081,3756,4710,3029,1127,1304,915 | cost: 2086.2450525019085
task: 672 | cost: 13.020994498219807
task: 2351,1988 | cost: 17.80188650081982
task: 4724,4633,2759,3220,674,2013,3702,3484,2534,144,1135,2489,1801,4079,2382 | cost: 1464.2319765007414
task: 5118,906,4976,3619,1491,1436,3574,3855,3026,2135,3844,4545,2542,2917 | cost: 1081.441750502563
task: 4530,2997,5027,4498,3622,4058 | cost: 205.30056950155995
task: 2516,2782,1650,3809,883,4814,675,2457,1230,2291 | cost: 1690.0681694969535
task: 1271 | cost: 5.577229501795955
task: 1476,1474,3808,4607,1501,2377,3776 | cost: 836.406487498607
task: 1013,4722,3368,2251,5116,2399 | cost: 2378.082009501668
task: 1818,1430,582,1755,1473,3677 | cost: 983.4705495050002
task: 3435,4057,1534,2991 | cost: 197.85559449883294
task: 1508,3578,2380,3243,2061,3652,2587,1363,4648,4548,1755,4732 | cost: 985.027495000395
task: 275,3321,4646,4329,4809,1793,1424 | cost: 1673.3230850004475
task: 4561,4618,4379,5110,1611,2300,2394,4331,4821,2522,2844,3128 | cost: 418.0204490003234
task: 4088,910,3058,1222 | cost: 127.50971549758106
task: 5113,2758,4881,4174,3432,1063,1507,4423 | cost: 418.1025044999842
task: 3380,4493,397,2896,215,1137,2229 | cost: 290.02258999753394
task: 4152,150,2923,1370,1592,3004,4777,2063,1551,3205,3865 | cost: 2267.916732998856
task: 2247,1935,3317,3348,4970,4624 | cost: 585.4815884995332
task: 4482,3697,4493,2223,1660,1192,3486 | cost: 410.9196984973096
task: 1707,1347,4172,5089,2968,4925,2189,4906,945,2401,1533 | cost: 3323.4577665025427
task: 3130,1765,4556,2383,4120,1906,4979,4121,2531,1849,1891,2353,2620,2906,3163 | cost: 1973.1728404985915
task: 4769,3213,2671,5005,1987,4624,4177 | cost: 747.0089709968306
task: 2266,2753,4644,100,3032,3692,1451,535,3402,4639 | cost: 1163.6550490002264
task: 4758,3255,2028,3223,1759,4116,1188,2136,3677 | cost: 2223.1842069995764
task: 2671,4185,2434,3697,3975,3838,965,3282,3695,2557,2517,2971 | cost: 360.4272989978199
task: 3579,635,3139,1761,3040 | cost: 629.9038804972952
task: 1006,3301,582,778,3369,1432,1773,4363,4191,5002,2152,3143,4370,2860 | cost: 1299.1945684989332
task: 593,1055,3917,1669,1727,3743,1890 | cost: 809.0268525011197
task: 2704,4770,4775,514,2944,3666,3493,855,4604,1489,4518,5029 | cost: 1106.7842405027477
task: 1974,1064,4483,2311,913,3780,2849,3125 | cost: 809.4572514964966
task: 5009,680,4592,2868,2496,2445,967,3245 | cost: 431.080757498421
task: 610,1851,1994 | cost: 586.2247869990824
task: 4571,2805,1631,3828,2246,816,4873,1807 | cost: 211.67286750278436
task: 4628,2010,4830,4311,5019,4612,755,4531,3965,5085,3307,2518,2676 | cost: 1373.4251630012295
task: 519,2486 | cost: 121.43040449882392
task: 3236,3698,857 | cost: 634.4424130002153
task: 2295,2830,3826,1711,3030,4802,3718,3993,3384,2084,4237,2047,3652 | cost: 1476.643381996837
task: 2199 | cost: 16.516550502274185
task: 775,2706,4568,2541 | cost: 184.10015200061025
task: 1245,4606,479,2614,96,999,5090,1930,4204,3687,1261 | cost: 619.803301000502
task: 1605,291,1643,5072,646 | cost: 855.3893725002126
task: 2631,1545,4099,3851,1377,3656,4447,4938,3461,3555,1626,3703 | cost: 2308.9961015029985
task: 1188,3464,1448,1339 | cost: 427.80129050515825
task: 4724,2776,170,4477,3133,4017,2553,3389,2396,3034 | cost: 116.15179700311273
task: 5054,3624 | cost: 93.23493450210663
task: 5067,1182,2121,3729,2177,1151,4307,5058,4928,2806,4844,112,2259 | cost: 1383.015396000701
task: 4026,152 | cost: 482.110607001232
task: 2539,2828,2112,591,4707,2127,3677,4802 | cost: 520.8358484960627
task: 4445,1447,3939,1293,4368,3377,1607,3698,940,1998,3719 | cost: 2065.875621003215
task: 4222,3136,4417,4844,1739,2065,2645,4840,2047,3681,1862,4596,3170,5096,3966 | cost: 2422.500601998763
task: 5064,3930,585,1765,2695,995,2867,4486,1528,2782 | cost: 1552.2425150047638
task: 810,5020,4626,4276,2307,3633 | cost: 114.48950100020738
task: 4244,2379,2152,4596,2633,1438,5060,3630,2500,1823,4728,2268,1093,907,4983 | cost: 3011.0140625001804
task: 2222,4878,4875,3903,3504,1367 | cost: 378.3776120035327
task: 5021,2953,3494,3249,3396,4563,4327,2941,2047,4934,3212,2292 | cost: 963.8991374995385
task: 4952,1994,2282,561,1057 | cost: 147.3457319989393
task: 4044,2592,735,1466,4773,3988,3750,4554,4270,4488,4012,2699,4434,4645 | cost: 859.1203785035759
task: 4787,4574,288,4346 | cost: 667.9807250038721
task: 3258,710 | cost: 1414.286451497901
task: 189,2885,3208,3961 | cost: 2050.8492539993313
task: 3385,4115,4212,5104,722,2145,3092,3967,757,4626,1522 | cost: 1659.7835889988346
task: 4078,4625,2364,2092,3494,3751,1088,3049,5073,2658,4724,1614 | cost: 1243.760294997628
task: 1313,1590,1717 | cost: 501.3144395015843
task: 1557,3363,2166,3678,3460 | cost: 1180.8180145017104
task: 4318,1508,871,1963,2367,3091,1815,3855 | cost: 2375.177588499355
task: 1288,2384 | cost: 16.68527949732379
task: 4410,572,3927,2619,1393,3802 | cost: 271.30120400033775
task: 1747,3316,3512,5027,102,5081,2670,4082,3617,4032,2166,5038,4651 | cost: 1393.5922484997718
task: 5023,1659,2887,3875,3536,3499,4192,3610,5096,3026,2285,909,5030 | cost: 1998.7873009959003
task: 4353,584,3586,3192,5114,2035,588,4184,2240,2365,1420,4592,3941,3851,1759 | cost: 2957.3796145014057
task: 4475,1957,3403,3627,4215,4117,1422,4828,4830,4012,3253,4058,3645,214 | cost: 1636.2398920027772
task: 3068,821,3139,4787,2329,2860,4817,3170,4947 | cost: 952.2720124987245
task: 5049,1673,4966,4990 | cost: 1448.89046499884
task: 4840,1698,2021,4363,573,1786,3345,4526 | cost: 523.6154609956429
task: 3230,2194,4019,1185,2595,1446,1803,192 | cost: 1681.3155250019918
task: 497,1719,2991,3085,4969,4322,2800,894,5071,4101,1339,3130 | cost: 4323.607983496913
task: 4582,5120,5020,4695,4017,972,2200,2502,4697,1108,4943 | cost: 450.1270575019589
task: 3320,1906,2825,4965,2502,4292,86,1587 | cost: 2144.1762524991645
task: 3734,439,644,1799,3313,7,3873,3915 | cost: 659.3440230026317
task: 462 | cost: 7.330921995162498
task: 4809,4850,3307,4811,4351,3855,570,1670,1722,2170,2156,584 | cost: 2122.0059404986387
task: 585,2099,3161,4447,2420,4679,1799,4062,2245,4376,4810 | cost: 2444.6606490018894
task: 1995,3889,3134 | cost: 170.72735500187264
task: 1590,1405,1077,3244,4339,1503,1717,3318,1210 | cost: 933.4673010052938
task: 144,5100,3594,1853,2434,4614,4078,2391,2439,3878,4808,2959,2173,3521,3693 | cost: 2171.301868998853
task: 4422,2654,84,4542,4080,201,2968,1961,1018,3303,4792,3635,4247 | cost: 2322.625104996405
task: 3657,1653,4860,2279,4708 | cost: 457.8851295009372
task: 4294,2341,4174,2631,1764,2285,3156,2830,2621,4452,2806,4576,666,2438,1164 | cost: 1734.7778084986203
task: 2606,2160,3348,4810,2223 | cost: 2043.9699114976975
task: 1540,4267,4715,4021,4374,3468,3111,3834,2423,1810,3606,5095,1772,444 | cost: 2559.9353260004136
task: 4411,4732,5022,2856,3417 | cost: 271.8687030028377
task: 1905,4489 | cost: 14.91937299942947
task: 2955,2031 | cost: 396.8638545011345
task: 3333,5006,8,2749,1549,2948,4964,4590,654,2279,4635,4038,207,968,3553 | cost: 3478.8128935033455
task: 1412,46,469,4880,3289,4499 | cost: 189.56987899946398
task: 4743,4183,3475 | cost: 217.5199135017465
task: 69,3185,723,2588,3596,4974,3865 | cost: 3377.510438502213
task: 559,3763,1395,5035,1052,4457,5020,4528,3887,2589,4771,5023,1855 | cost: 1038.2525110035203
task: 319,4115,4216 | cost: 1138.861811003153
task: 455,3302,661,4837,3163,3884,1520,2697,1512,1650 | cost: 932.5666560034733
task: 3139,954,2823,2639,3200,2739,95 | cost: 592.1112069991068
task: 3279,3994,3353,4760,3808,5001,1214,3976,3554,3652 | cost: 720.4086815036135
task: 4527,1677 | cost: 62.9078349993506
task: 4430,2930,4790,5011,4138,3133,3014,4272 | cost: 550.2427680003166
task: 1678,1923,4466,2667,2226 | cost: 286.6500044983695
task: 4988,207,1210,5119,1854,3569,3564,1212,2944 | cost: 1097.8743884988944
task: 4268,1340,4100,647,2220,1843,2728,4946,2435,2899,2309,165,1822,3803,4416 | cost: 1207.2012204989733
task: 2251,1308,3514,2487,3781,3630,4747,3828,2571,4203,3704,2639 | cost: 1856.3627065013861
task: 1071,3577,815,2954,4905 | cost: 301.2293360006879
task: 3293,2883,2815,1605,4535,3271,4654,1506,1850 | cost: 1758.712243001355
task: 1453,1652,4748,2239,1063,3415 | cost: 396.53722300135996
task: 2763,987,4719,2950,1575,3545,4150,3826,748 | cost: 1262.3658530028479
task: 3347,899 | cost: 547.9214264996699
task: 2952,2885,3298,3723 | cost: 181.95325700071407
task: 4838,1242 | cost: 107.00771999836434
task: 3474,738,4169,2004 | cost: 511.7626190003648
task: 3249,2358,3434,1794,4714,4453,1896,2738,4618,2640,2924,4746,2706,5101,4223 | cost: 1130.0548885010357
task: 597,4918,2306,4302,4939,2129,3126,2066,2290,3480,5015,5106,2671,3997,2614 | cost: 640.6667774972448
task: 321,4204,3829,3104,4847,3629 | cost: 1438.642080000136
task: 3561,1763,1924,1196,4592,2945,2936,1504,4278,2301,4561 | cost: 526.2190844950965
task: 2423,5123,2596,580,660 | cost: 316.78277399987564
task: 1777,4080,4444,2920 | cost: 631.8553455021174
task: 4156,5043,3283,1533,4070,3502,2794,1608,3983,4152,1748,3452,4800,3437 | cost: 685.0504930043826
task: 4887,3778,3166,1348,4490,4723,1817,984,4923,3041,2272,520,3180 | cost: 1361.22700100168
task: 1387,4035,1972,1868,2475,2299,1764,3478,2818,2944,4966,4197,2992,5065 | cost: 1403.3622134993493
task: 4283,3513,2403,3307,4205,3400,3346,5126,2297 | cost: 1641.3548909986275
task: 4798,3978 | cost: 4.687158998422092
task: 3000,887 | cost: 1349.2109894978057
task: 867,2966,3492,4493 | cost: 394.39476400002604
task: 1110,4875 | cost: 425.31713400239823
