task: 2178,2787 | cost: 32.4196390000111
task: 1911,1180,96,4344,1047,1374,3549,4646,4399,1716,5003,1186,4129,3184 | cost: 1280.3867824995905
task: 4816,4684,4200,2889,4962,2881,1444,1813,2865,3837,2370,1646,1956,1199 | cost: 441.7262420001862
task: 2689,500,144,2699,4559,3989,2446,3578,3146 | cost: 218.8251429997763
task: 2717,4937,1099,4921,4303,2819,1278,2706,3356 | cost: 1760.8014974994148
task: 904,2980,3223,4835,2918,2987,1225,1735,585,3831,3875,3914 | cost: 1152.3356355010037
task: 137,1419,2611,4860,1916,3184,1893,2794,3406,754,5082,5063 | cost: 775.212196499524
task: 1255,4293,4977 | cost: 78.74321149938623
task: 4210,1222,2119,4485,2051,3244,2462,3276,3387,3008 | cost: 799.3182805003016
task: 2322,5057,68,4335,5058,1495,4736,3901,3799,2723,3497,2467,3456 | cost: 1021.003951500461
task: 4353,4262,1563,4842,3530,1377 | cost: 402.08104599969374
task: 1516 | cost: 5.691632500202104
task: 3906,1671 | cost: 31.1326145001658
task: 1621,2294,4390,1406,3791,3933,4865,5135,4003,2665,1314,2372 | cost: 683.362694000607
task: 4085,53,2572,2830,1022,3888,1936,4098,4874,4853,998,3173,2097,554 | cost: 1861.107905499921
task: 1898,4644,3938,3654,4167 | cost: 131.99783449999813
task: 4266,3660 | cost: 137.28051650014095
task: 2273,1433,4419,2034,4031,3849,4123,4098,3110,784,480,3800,4089,3814 | cost: 861.8569509999361
task: 4592,778,3904,1462,513,5040,3578,4012,3368,3346,1206 | cost: 430.4400050004915
task: 4647,3681,3273,4349,2279,2942,1580,3944,4119,1941,1055,3282 | cost: 1001.7152864993477
task: 204,3910,3365,4518,3265,3400,3083,4997,2302,1931,4029,4213,983,3807,2006 | cost: 757.4891885005854
task: 3541,3778,2768,3680,1909,1577,3543,4417 | cost: 696.6068120000273
task: 1839,1508,1448,1969,1017,998 | cost: 609.1834025000935
task: 175,1788,3168,636,2571,99,4673 | cost: 1152.2958260011364
task: 515,4044,3801,650,3081,1568,4181,3855,1969,4686,99,3792 | cost: 872.7876060002018
task: 1346,4983,2683,2871,1688,3984,2883,4652,2498 | cost: 462.82300900020346
task: 1417,4782,2757,1487,1256,4670,2218,2546,2268 | cost: 847.317374999875
task: 2518,4529,2999,3985,4293 | cost: 63.42823500017403
task: 3850,4341,4213,1888,1527,3070,2998,2722,592,2262,199,4559,4565,4407 | cost: 716.7774224990353
task: 5036,4818,3263,3923,4093,2769,1655,4286 | cost: 634.9448364999262
task: 3418,3615,4768 | cost: 31.467553999391384
task: 4060,1191,1699,2841,3040,3504 | cost: 638.6049554994315
task: 2909,4382,4449,2702,1801,4761,2679,666,4793,102,2643,3454,651,1173,3032 | cost: 1380.189860999053
task: 583,667,3945 | cost: 38.70152399940707
task: 4204,2451 | cost: 49.07793549955386
task: 3920,4931,957,1834,2694,3577 | cost: 279.1985260009824
task: 4801,222 | cost: 28.578264499628858
task: 4065,125,2290,2862,1724,92,2134,2692,2439 | cost: 1674.6376269993561
task: 326,1494,3465,4601,4788,4336,4801,2729,3841,1796,1864,3189,4879,2452,203 | cost: 1776.6691394999725
task: 783,1907,4300,1123 | cost: 533.7077959993621
task: 4476,3074,3460,582,2273,3254,1345 | cost: 851.0801590000483
task: 2555,1476,5109,1206,4175,2794,3285,1513,2152,5093,3425,3152 | cost: 607.0830940006999
task: 3256,956,2435,4775,3884,3500 | cost: 1048.939144000542
task: 1243,633,4720,3224,964 | cost: 195.9171589996913
task: 2510,1517,1786,3260,3927,4085,3958,3202,4175,3463,2036,3354,232,4101 | cost: 1435.1388150007551
task: 3814,968,3903,3144,3416,4191,2932,2924,3554,3017,2553,4233,4475,4595 | cost: 313.57792200014956
task: 4985,1178 | cost: 117.12624600022536
task: 2526,3512,2344,914,4821,4221,2704,4691,2904,4865,4174,2759,3432 | cost: 720.9294810008942
task: 3733,3327,581,4477,4900,2808,3752,1057,2470,2076,2010 | cost: 430.2196825001374
task: 2387,1010,2091,2828,2099,1469,5029,1771,4849 | cost: 799.8715029998493
task: 1434,4560,1239,192,3541,2982,3312,2719 | cost: 836.8470179993892
task: 1717,5114,3219,4988,4307,4876,914,2846,3654,4745,2432,3122,4503,2345,3180 | cost: 2297.6280274997407
task: 4968,817,4328,4717,1761,2964 | cost: 724.065168999914
task: 4665,1067,4513,822,5130,1336 | cost: 98.20528300042497
task: 4370,4959,3110,3896,4011,3830,4836,2856,2136,854 | cost: 451.6598434993284
task: 4540,2155,1726,996,3866,73,3686 | cost: 496.9504924993089
task: 3569,2421 | cost: 693.6331560000326
task: 4223,3867,1052,2769,3792,4312,1088,3099,4555 | cost: 582.2231999991345
task: 2773,2184,3041,3020,1952,2488,1582,2522,147 | cost: 412.5012770009562
task: 1019,909,4744,1060,2539,2393,2654,3741,2775,2555,2797,4387,2268 | cost: 1140.7792139989397
task: 2974,3193,2625,3616,2427 | cost: 231.21162700044806
task: 4191,1298,1392 | cost: 128.1852345000516
task: 3371,3547,4201,1610,3515,1064,4351,2792,1763,1744,5044,1918,1780,2105 | cost: 1313.4154859999398
task: 34,5059 | cost: 36.136540999905264
task: 29,4387,4709,1825 | cost: 1025.8587915004682
task: 5012,2395,1741,4042,4055,2431,4516,1990,2869 | cost: 949.4247644997813
task: 497,2709,585,3663,4144,1010,107,1409 | cost: 672.6613229993745
task: 1354,4112,2807,2360 | cost: 469.9827029999142
task: 2101,2472,152,2729 | cost: 200.88155850044132
task: 3741,3352,3277,4260 | cost: 625.4185349998806
task: 4635,148,2263,2956,2040,935,2272,4405,3596,1663 | cost: 703.7118685011592
task: 3751,2896,4384,4120,1008,2735,3026,4969,1363,1889,3786,4920,150,5054 | cost: 1007.0733054990342
task: 2069,3045,2512,598,750,49,639,3708,147,4607,3290,1026,4750 | cost: 1112.276281000959
task: 79,3818 | cost: 449.0667994996329
task: 3226,2741,1835,3821,4413,929,4848,3166,177,4291,4120,4721 | cost: 716.5739264992226
task: 3378,1503 | cost: 12.372225000035542
task: 2864,4758 | cost: 26.046493000649207
task: 537,657,2140,4402,3547,1399,4952,4326,3290,3697,1518,2041,4218,2025 | cost: 1029.4346860000587
task: 1715,3638,2784,3391,3031,1912 | cost: 829.1790729999775
task: 3161,4846,1829 | cost: 593.6737089996313
task: 5085,2975,3528,4586,1229,3885,1903,2762 | cost: 94.34454949951032
task: 100 | cost: 365.594944500117
task: 3719,4094,3783,190,130,2495,2226,169,4395,4422,2761,590 | cost: 588.0663914995239
task: 5131,4241,1674,3027 | cost: 139.02038600008382
task: 727,3631,748,3278,3033,5084 | cost: 1037.7699179998672
task: 3297,515,4018,2738,2377,3067,4809,4178,2392,296,2612 | cost: 1665.8503994995044
task: 173,4585,5026,4694,3082,2868,2230,4091,1850,81 | cost: 1043.6256625007445
task: 378,1069,3227,4195,1866,3187,3448,2978,2292,1779,592,2609,2893 | cost: 967.3454390003826
task: 754,3872,4298,2291,2822,1918,78 | cost: 664.2820465003751
task: 4804,1506,2874,4237,1033,2908 | cost: 393.69187249940296
task: 2727,490,3673 | cost: 130.03460750041995
task: 3947,2179,1558,4501,1736,4992 | cost: 604.86983050032
task: 3367,1722,1059,3822,3540,1659,3225,4102,4430,3459,4477,5085 | cost: 1026.241241000207
task: 681,3997,4404,1979,557,767,2690,2947,1814 | cost: 521.0321445001682
task: 3328,1591,1116,2684,2015,2570,1729,3984,85,5014,4993 | cost: 1197.4649385001612
task: 3436,2823,4360,888,3069 | cost: 973.8232175004669
task: 3774,805,1964 | cost: 107.03453949918185
task: 1753,4498,3851,3776,3955,4527 | cost: 484.5294085007481
task: 3534,2069,4142 | cost: 71.71298650064273
task: 3553,2633,2715 | cost: 551.0998009995092
task: 3788,4402,1102,1114,4475,3552,1477,935 | cost: 1221.858868999334
task: 4592,2441,4975,68,181,2726,3053,2385,5028,3486,514,3354,3160,204,2936 | cost: 1215.6080739996469
task: 4514,4635,1847,3990,1722,4119,2633 | cost: 763.3948855000199
task: 4169,1154,4196,2241,3512,4376 | cost: 1283.8723025006402
task: 4974,2370,214,635,101,4713,3748,2749,2975,4622,1839,3240 | cost: 1329.125941500024
task: 4833,1184,4617,2726,4690,3104,4749,4546,4007,5088,1169,3323 | cost: 220.76909099996556
task: 3160,4102,574,3421,4402,2167,3480,1208,2403,2093,2672,989,565 | cost: 1260.2639799997633
task: 755,4972,4154,4390,4609,4110,185,2199,2644,68 | cost: 1499.4628995000312
task: 3560,4425,3387,3326,1813,4925,4082,4275,2760,4737,3664,1885,3441,3602,3327 | cost: 568.6376864996419
task: 5124,2351,3228,4148,2304,5038,586,3686,4874,1819,3098,638,1961,4452,1069 | cost: 1388.49949950054
task: 2817,3342,3850,958 | cost: 96.78209750018141
task: 2665,2966,915,4422,4290,5020,4554,4481,4310,2916,3518,2179,3827,4630,1765 | cost: 1525.8135000003676
task: 81,2541,2408,729,2288,4922,2215,5060,2134,4576,1042,3679 | cost: 682.4139475002085
task: 39 | cost: 1656.0381184999642
task: 3845,2620,267 | cost: 43.30447699976503
task: 2456,155,540,2644 | cost: 665.8648330003416
task: 4210,5081,4100,5007,4553,2263,4755,4268,4338,3680,3754,1299,3472,3234,3669 | cost: 527.8072470000552
task: 3801,4407,13 | cost: 187.83268249990215
task: 1895,586,649,1331,598,586 | cost: 351.61696249997476
task: 3001,2124,5128,581,3707,4745,2162,860,1677,4753,3673,3041,2927 | cost: 442.31314249918796
task: 2783,112,3973,1768,5015,4714,2154,4845,1065,4500,4745,1985,4074,3504,2838 | cost: 708.8705349997326
task: 3044,2746,4308,1416,2870 | cost: 227.84443349974026
task: 1069,829,1064,1258,3980,1216,4761,2068,3603,4173 | cost: 426.1784925010943
task: 4150,5019,4485,2541,2817,2290,2283,1709,2497,3697,3930,2105,3298,1894 | cost: 420.04794150034286
task: 3540,3347,3747,735,4811,3577,3542,4194,1989,4543,4539,4854,4789,2221 | cost: 1120.1621279997198
task: 3200,2681,4321,2406,1621,143 | cost: 1691.4478750004491
task: 3617,3888,3340,4330,4641,5063,2895,3464,3575,2556,3286,999 | cost: 428.62564050028595
task: 4104,4752,4637,4097,4915,303,3987,4315,1855,1421,4144 | cost: 2258.623470001112
task: 1638,3003,3991,1758,2424,5024,4303,4002,3624,2198,582 | cost: 860.7381655001518
task: 1924,3655,2165,4578,3226,3747,3585,2622,4677,1446,1604,3941,5071 | cost: 327.54001849934866
task: 5124,2138 | cost: 20.338945500043337
task: 2987,2369,1518,5029,1736,4858,321,3398,4903 | cost: 1245.5759979993672
task: 4088,3723,1787,1505,1812,758,2345,2014,2393,4311,2733,3265,3644 | cost: 1101.785798000492
task: 4955,3726,2216,1933,3418,3895 | cost: 98.87832449931011
task: 4271,3414,1875,3862,4761,4104,4598,861,4122,2916,1708,3575,3085,1132 | cost: 1057.9544959991836
task: 4180,3329,4811,3600,2848,4161,4137,5084,1077,1155,2152,4667 | cost: 702.5114405005297
task: 2979,4764,4353,1791,2640,3824,3218,4278,2322,5128,397,1539,3588,1111,3359 | cost: 963.1937519998246
task: 2337 | cost: 46.87530200044421
task: 1138,2587,2958,2173,1717,683,4172,2476,3225,1329,4835,730 | cost: 700.7800295004927
task: 3880,2019,2477,3572,1089,4333,1755,3682 | cost: 782.7401340000506
task: 556,729,4927,1529,2560,1962,2521,3139,74,3996,681,2388 | cost: 493.90273049993993
task: 3388,4291,4515,3752,4212,2676,4599,151,3147,3174,2361,3580,2821,3797,5042 | cost: 1550.39234799915
task: 4827,1106,3644,570,4617,5101,3243,4348,4749,1754,215,3882,757,3616 | cost: 781.7596115000924
task: 3944,2899,4432,3290,352,2993,2362,2533,3238,3815,3985,3399,4232 | cost: 348.10630550055066
task: 1253,5078,4112,4707,566 | cost: 496.50711599952047
task: 4181,3317,3549 | cost: 342.1622360001493
task: 2428,3844,4578,2394,4736 | cost: 325.04469950072234
task: 3696,2545,4930,1048,3120,2767,2421,3350,2377,165,5127 | cost: 1336.0687249996772
task: 3346,4105 | cost: 4.303212999730022
task: 4472,3875,2812,3696,1979,2689,3369,2382,4800,879,3017,4451,2214,2266 | cost: 1483.6228405001748
task: 4072,1414,3069,4986,1065,679,4249,4243 | cost: 352.3298660002183
task: 2888,1312 | cost: 20.70077350072097
task: 3830,1912,4313,4523,3894,3739,3494,3927 | cost: 542.3725084992839
task: 294,4571,4505 | cost: 131.05352849925112
task: 4631,2633,3548,4962,1788,2988,2969,4238,3067,1753 | cost: 917.2413330006748
task: 1722,3372,4620,4579,2756,2321,2601,2123,3961,3583,3082 | cost: 717.144673501025
task: 4427,1461 | cost: 221.44283200032078
task: 4714,50,3034,1744,4292,2790 | cost: 798.6220539996793
task: 659,5115,182,4001,3522,4668,4446,1002,4833,1322,3243,2285 | cost: 548.839787500583
task: 2241,1783,3208,3960,1031,4711,1589,4727,4170,5017,4863,3520,1373,1997 | cost: 1748.1480850010485
task: 4987,2432,4627 | cost: 588.0970140005957
task: 4783,3419,1816 | cost: 17.39428999917436
task: 3395,1454,4298,1340 | cost: 85.17010050036333
task: 4018,9 | cost: 109.55268949965102
task: 2273,593,4057,1518,5118,3659,3909,2622,4280,3265,3872,3117,2636,736,4117 | cost: 1619.1784809998353
task: 2686,4418,305,4537 | cost: 1435.8517740001844
task: 1940,2237,3884,2320,3637 | cost: 511.36492699970404
task: 1534,4538,1863 | cost: 278.18280500014225
task: 2250,1514,4025,2822,3457,3880,4342,1614,2298,3848,4018,3369,3314 | cost: 738.2998745006262
task: 1680,4466,3627,2558,1650,3124,3535,1526 | cost: 313.42211900027905
task: 1084 | cost: 39.92354149977473
task: 4838,638,2255,4078 | cost: 117.76579449997371
task: 3714,5002,1064,4521,678,2344,2587,4390,3649,4807,1588,4699,4738,4084,1665 | cost: 614.9148424992745
task: 151,678,586,4520,4444,4276 | cost: 701.6678874997524
task: 4454,4548,3801,4585,5111,4581,1638,3236,2384 | cost: 681.5618690006886
task: 1082,2434,3220,2189,1157,3141,3749 | cost: 244.6916830003829
task: 5043,4307,1329,3341,2000,2693,4320,3908,3580,1596,1417,4392,1837,2302 | cost: 996.36647349962
task: 4004,4032,3000 | cost: 75.36813800015807
task: 3025,1877,3558,1947,639,3530 | cost: 520.8317320002607
task: 663,4715,3135,4918,4049,3309,2621,1631 | cost: 403.30552849991363
task: 4382 | cost: 5.064249000497512
task: 3585,4830,1656,1777,4631,784,4271,2914,4483,3543 | cost: 575.8350609994523
task: 2414,1906,3465,4281 | cost: 411.05649349992746
task: 1158,4957,2896,2366,4861,4581,574,677,2859,3544,4332,4180,1577,1524,3234 | cost: 865.5541170001015
task: 1031,4220,4892,1069,2823,4166,841,4875,1903,1397,1536,705,2442 | cost: 518.8628099995185
task: 1423,3012,3074,4086,155,3454,2495,4005,1079 | cost: 721.2362354994184
task: 3208,2757 | cost: 319.7549105007056
task: 3222,1918,2962,4964,3513,169,983,4303,4629,3045,1621,1421,2116,4938 | cost: 1514.6707684998546
task: 4459,3092,2552,4452,2173,1258,2048,4875,583,4961,2793,641 | cost: 659.8248595000769
task: 870,1031,2450,5056,733,750,2305,1315,4400,4955,4506 | cost: 749.4109660001413
task: 807,3196,3688,5091,2811,3528,2377 | cost: 370.08821349991194
task: 2454 | cost: 119.76498899912258
task: 2961,2441 | cost: 25.60115849973954
task: 3314,1528,2183,4078,2152 | cost: 204.50803350104252
task: 3052,1677,4827,490,3376,3027,4987,2824,2954,1650,2976,1699,599 | cost: 457.0172650001041
task: 820,1008,1051,1954,4946 | cost: 396.66358350041264
task: 3611,2695,1335,4083,5131,2970,1309,2801,4241,2835,2806,4337 | cost: 431.8589684999097
task: 856 | cost: 193.1303264991584
task: 4068,1353,2868,4529,1832,3308 | cost: 404.4234944994969
task: 3386,4200,4941 | cost: 79.13712799927453
task: 5002,3630,3628,4235,3542,713,3332,3417,5026,2190,2702,4013,5044,3021,3615 | cost: 820.9319755005708
task: 1788,2955,4393,249,1354,3519,1866,4795,3402,3614,2222 | cost: 725.109132000398
task: 3939,1609,2330,1758,1768,1828 | cost: 415.3650339994783
task: 1288 | cost: 6.518738000522717
task: 2221,4024,4915,3542,4993,5014,673,4641,3468,3671,3927,4092,2573,3632 | cost: 1534.5166909992258
task: 653,1147,205 | cost: 166.3307150001856
task: 4211,4214,4909,664,2221,3785,2546,2042,147,4401,1017,1801 | cost: 1231.7086604998622
task: 2990,3123,4629,3795,924,2840,1834,2978,3750,3038,3370,1760,4491,3865 | cost: 709.2756185002145
task: 3685,3778,3685,1932,3827,573,1529,2655,4807,1754 | cost: 782.0302765003362
task: 3225,3334,307,3069,444,2623 | cost: 259.01814450025995
task: 2678,3704,3852,3830,2873,4024,5095,3001,533,85,533,4949,3581,2964,4886 | cost: 1802.3659720001888
task: 4102,2200,4639,3108,430 | cost: 159.88220449980872
task: 2109,4680,2399,3197,3358,3918 | cost: 516.190247499253
task: 2535,1595,3699,4712,1855,167,4896,2126,4348,1052 | cost: 559.163967499444
task: 1426,1527,1912,5055 | cost: 54.42540750027547
task: 3615,1609,1650,2969,2562,1766,2084,4830,4794,2869,2108,2284 | cost: 292.631914499907
task: 3846,3705,549,1104,2806,3974,2346 | cost: 85.48568150035862
task: 4896,4519,1105,2129,4843,1797,3543,4769,4361,3525,1436 | cost: 395.33446350014856
task: 4616,1798,3883,1527,4086,1057,4532,4624,4117,3166,1645,4812 | cost: 1098.9941224997892
task: 3123 | cost: 2.757688999736274
task: 2794,1183,3468,1841,4879,3610,4546,885,2583 | cost: 2203.4075410001606
task: 3588,2964,3266,3945,4823,3816,5036,3010,1994 | cost: 889.6103840006617
task: 1804,3426,4537,2864,1020 | cost: 563.82522649983
task: 4617,3908,2131,3626,2397,2490,3492,3466,3791 | cost: 430.18034549913864
task: 2476,1455,1070,1674,3312 | cost: 149.92455199990218
task: 5074,3810 | cost: 24.64994900037709
task: 4588,434,4770,4248,1375,3283 | cost: 196.8890524995004
task: 1911,3580,539,3889,3335,3916 | cost: 220.19772949988692
task: 4732,4650,2670,4834,1777,948,5044,3588,2978,4179,949 | cost: 993.2524464993548
task: 3065,792,3886 | cost: 23.031251500469807
task: 4470,4695,3467,3455,1926,929,2889,3424,4491,2164,4708,1158,4780,2644,4337 | cost: 1652.9132935002053
task: 2021,4433,3475,4969,5017,4151 | cost: 796.3211380001667
task: 480,3110,4853,5037,2310,3399,4910,81,4256,1066,2022 | cost: 520.081743999981
task: 2516,4315,1327,1044,4464,2309,2830,4512,4249,2350 | cost: 935.225843999433
task: 4831,56 | cost: 512.8760395000427
task: 1851,2637,4679,4105,2421,2763,1318,4655 | cost: 855.2524220003761
task: 4444,3851,2749,2102,1863,3523,1872,4784,2980,2656,4277,4822 | cost: 881.0055735002607
task: 4067,4941,107,2851,583,2899,2400,3216,909,1812,4387,3120,935,2307 | cost: 1965.615600500314
task: 1811,3639,4665,2340,1259,76,4729 | cost: 1241.102399000738
task: 4452,1781,3996,1618,3163,1183,1058,677 | cost: 988.8294989996211
task: 874,2439,2375 | cost: 378.4729610006252
task: 2429,4576,1229,3359,2229,1824,2259,2036,3671,3395 | cost: 537.7512195000236
task: 1531,473,3153,1503,3598,4559,2961,2668,1417,1999,3057 | cost: 430.3301059999285
task: 1635,4949,4512,5114,4041,2951,5019,3873,4851,4296 | cost: 887.9983995002476
task: 4943 | cost: 2.4498610000591725
task: 687,2746,4246,2763 | cost: 1087.9892094999377
task: 2536,4166,3511,2930,1920,1530,2144,3659,4586,5060,5033,2092,3848,473 | cost: 475.94990200013854
task: 82,4005,956,2835,2782,2228,3912,5061,5106 | cost: 420.9508640005879
task: 4589,536,3153,3647,3468,3970,2120,1101,893,4214,2368,4885 | cost: 1465.6131094998273
task: 4664,5119,505,4442,3345,4700,4704,4513,4775 | cost: 156.93916750024073
task: 3485,118,4337,1852,978,4214,553,749,2937,3541,2007,4532,897 | cost: 2735.1917349997166
task: 5066,3954,4088,3326,1728,3614,2030,3677,2535,3598,2685,4749 | cost: 2589.224880501206
task: 3438,4314,4518 | cost: 125.56961599966598
task: 3804,2061,1876,2221,3151,5009,4600 | cost: 597.9738160003762
task: 4833,4387,4982,4022,557,4497,4689,2737,3271,3508,3293,100,2116,1428,139 | cost: 1309.4128849998015
task: 2190,2496,2615,906 | cost: 248.52031500086014
task: 3888,1639,3772,4753,4082,2021,2243,5075,636 | cost: 427.848453498882
task: 190,3247,4325 | cost: 349.5430769999075
task: 105,3398,3086,2008,4342,4416,3290,2607,3773,3477,4260,1823,3751 | cost: 1231.7544655006714
task: 4720,2254,1198,3281,4532,1336,678,3380 | cost: 427.08909249995486
task: 1573,5110,3129,3696,3018,866,5010,3200,2117,3686,2156,638 | cost: 512.0170070003951
task: 5028,3188,984,4359,1940,3417,3864,3993 | cost: 666.9752445004633
task: 2786,4554,3008,2409,2983,4584,1779 | cost: 283.23348899994016
task: 3762,3892,2048,4502,3486,3855,871,5072,1449,2979,3788,4020,4679,4089 | cost: 395.63781099968764
task: 3459,4335,4865,436,3519 | cost: 527.2070880009778
task: 3798 | cost: 15.771891000440519
task: 1209 | cost: 7.505637499889417
task: 4647,1986,50 | cost: 280.28938549960003
task: 641,4797,4702,2272,2134,3648,2038,4354,2704,2293,3572,754,4622,3281 | cost: 468.80193349988986
task: 4213,2424 | cost: 234.91855550037144
task: 2735,2637,1920,2677,2509,1927,999,4548,3785 | cost: 321.3397680001435
task: 4457,2459,4299,5005,3645,1314,1494,829,3202,5068,173 | cost: 1333.5234944997865
task: 1402,3195,2442,784,1336 | cost: 450.37703449997935
task: 1873,2640,1122,5096,5041,1086 | cost: 573.6350175002372
task: 4843,5043,3796,4879,1131 | cost: 156.80146149952634
task: 262,2792,2472,1782,3456,2362,2265,533,2473,2667,4067,4646,581 | cost: 1234.1759435003041
task: 3505,2962,3396 | cost: 10.254983000777429
task: 4941,4871,4442,1466,4800,674,4949,3464,2604,565,4232,4653,4348 | cost: 585.7872535007118
task: 4963,2642,1432,3839,3313,1531,4071,4884,1868,5031,128 | cost: 1080.9681404998628
task: 2111,3822,3659,4468,561,3099,4019,3781,3579,3293,1505,2723,137,1002,1414 | cost: 1442.5307914998484
task: 2783,3416,3327,2040,3640,1368 | cost: 234.47755899996992
task: 2073,655,4561,1705,2800,4425,4441 | cost: 288.2261140002811
task: 4243,2110,3783,3089,2090,2890,2616,3453 | cost: 488.4023969998452
task: 369,820,2977,2249,2280,4212 | cost: 432.85721049960557
task: 4644,4185,568,4088,906,1746,3209,4358,1187,883,2249,1846,638,1914,784 | cost: 1450.4849255008594
task: 4472,4797,2379,2674,4418,3483 | cost: 334.3472070000644
task: 3847 | cost: 58.622094499696686
task: 4395,4576,3212,3242,2756,809 | cost: 142.3403384997073
task: 3802,4709,5018,4355,4025,248,2267,3595,4508 | cost: 363.5101304989803
task: 741,4179,3780,1724,2474 | cost: 913.8513500001864
task: 2672,2684,3079,1739,3459 | cost: 752.9094860001351
task: 3603,2611,4518,1112 | cost: 198.82498550032324
task: 3847,1965,3363,2691,3605,829,163,271,3071,3048,4551 | cost: 458.0195405005725
task: 941,1621,1412,92,2972,3240 | cost: 482.58064049969107
task: 3960,971,2454,4101,3710,4831,3548,2780,2508,3560,3593,4835,4253,2954 | cost: 666.0154794999471
task: 3499,4943,2925,4866,3760,2611,4239,1911,1516,3339,1627,3219,2396,4798,4570 | cost: 940.0937820000763
task: 4198,3124 | cost: 46.20460749993072
task: 513,1843,670,3435,2838 | cost: 206.74420899922552
task: 2760 | cost: 37.868137000259594
task: 4519,2558,53,4078,131,2170,3175 | cost: 1435.966958500103
task: 1976,3107,2333,2784,3431,1204,945,2199,4859 | cost: 986.3525399996433
task: 2520,3244,1170,2958,2397,3671,2223,2183 | cost: 95.75631799998519
task: 1917,4581,4042,841,3601,2271,1879,1813,2404,4651,4900,3150,3510,4466,109 | cost: 1270.5435269999725
task: 4752,4821,1555,1526,2952 | cost: 866.6054860004806
task: 1011,3374,1081,2659,2900,4650,1570,2793,4476 | cost: 617.3695834995669
task: 5074,860,4111,4223,2259,4916,1394,5090,592,2384 | cost: 642.580457000804
task: 5015,897,4121,5084,4252,3246,605 | cost: 973.8833344999875
task: 187 | cost: 644.7995899998205
task: 4208,1105,2128,1411,3306,3641,2856,691 | cost: 1159.4293654998182
task: 3512,4535,5098,1111,2948,4396,2037,2374,1799 | cost: 388.4810090003157
task: 2683,1149 | cost: 13.346794999961276
task: 4388,1057,4667,4864,4827,3800,2029,3923,5041,4896,5005,3516,1992,2076,4342 | cost: 1000.081918999058
task: 2749,3169,4522,45,3433,1371 | cost: 961.8066885004737
task: 3338,1755,1276 | cost: 287.94808900056523
task: 587,1491,1461,2157,3619,3814,2651,3690,2040 | cost: 564.8058080005285
task: 4037,1639,1987,4354,4546,1016,3928,1935 | cost: 545.9437345007245
task: 2680,1875,2709,1421,1434,1832,4896,2112,3099,4407,5114 | cost: 1025.3887950002536
task: 4493,3698,4874,4152,2468,3739,4334,574,2511,1019,3712,4699,2020 | cost: 761.3160980008615
task: 2063,3840,3990,1938,4068,5050 | cost: 152.35292200031836
task: 4912,2129,221,3146 | cost: 90.22495399949548
task: 4017,3683,4490,2000,425,859,4270,2227 | cost: 1284.4258015002197
task: 4823,1908,4164,1873,5116,1430,3840,1494,2742,4716,4251,2619,1412 | cost: 635.576687500361
task: 3547,2070,3916,1043,1071,4982 | cost: 684.7569075007414
task: 2114,355,1573,4460,778,3628,2664,2692,2610,2475,3480,3048,3735 | cost: 841.1897510004565
task: 267,1920,3007,2793,4504,1964,1020,4531,2598,3641,3460 | cost: 792.5325095002336
task: 321,2201,1600,4601,863,1720,5075 | cost: 1125.2899315013565
task: 3695,4746,837 | cost: 34.87224700074876
task: 1935,130 | cost: 25.480582500676974
task: 2720,3060,3402,3607,1606,4806,2492,4542,4061,4586,2901,4520,4764,2784,4922 | cost: 801.0400880002635
task: 2725,3195 | cost: 644.6885289997226
task: 2467,1369,3718,3449,1443,4098,1800,2271,990,4938,1998,3115,3320 | cost: 1519.745026000237
task: 808,655,1445,3718,463,2366,744 | cost: 258.73500849957054
task: 1930,1743,2654,4545,2836,2054,521 | cost: 978.7512180000704
task: 3622,3345,186,2115,2345,4818,4340,4153,2634,2949,3251 | cost: 888.2180404998508
task: 2113,2260,5028,2463,4949,3659,3317,126,2312,2363,636 | cost: 776.8872184997235
task: 382,962,2414,3946 | cost: 418.9387229989734
task: 2142,1001,4747,3586,984,4137,3654 | cost: 669.9567895002474
task: 4814,893,3338,3458,3213,1871,4063,3132,2977,3858,4702,4666,3597,2375 | cost: 496.00648199884745
task: 2456,2427,3278,3652,3643,890,3506,1434,3080,3871,4640,2613,2141,2885,3198 | cost: 833.8335839998763
task: 2846,4590,2869,2093,7 | cost: 157.84475449981983
task: 1914,3905,3925 | cost: 66.08027650054282
task: 4091,2652,4287,3748,5059,3311,775,3792 | cost: 299.2058135005209
task: 115,3885,4315,4686,1688,3684 | cost: 434.0646549999292
task: 1095 | cost: 181.5566029990805
task: 4702,2176,3745,4253,5017,1832,3185 | cost: 756.4391200003229
task: 2219,2844,3023,2122,4865 | cost: 35.176686001250346
task: 3328,2346,3367,382,4791 | cost: 42.77697350062226
task: 2287,1724,1122,5119,1330,2375,2460 | cost: 474.4062009995105
task: 1787 | cost: 150.41491050033073
task: 4615,1135,911 | cost: 414.92972149990237
task: 2520,3381,1940,4670,3642 | cost: 107.6938930000324
task: 2102,3966,3025,3106,2336,2946,4339,4275,4793,2000,4673,2447,4167 | cost: 798.0971849992784
task: 893,1510,3254,2487,1597,4157,4760,1399,2740 | cost: 790.7486630001586
task: 4951,3636,3116,4514,2269,3214,479,3836,2683,3481,3749,2075,2930 | cost: 396.60525749968656
task: 4193,4145,656,3781,3296 | cost: 314.67322500066075
task: 3760,4095,3725,3792,3791,3705,3284,2597 | cost: 664.3385699990176
